/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_02_21__19_22_19__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_02_21__19_22_19__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_02_21__19_22_19__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 1255, mean/median reward 24.7/23.0, min/max reward -8.4/95.9, entropy 10.05, value loss 16.51, policy loss -0.032
Updates 154, num timesteps 6160000, FPS 1043, mean/median reward 2361.6/2545.6, min/max reward 193.0/2899.7, entropy 1.54, value loss 21.10, policy loss -0.013
Updates 155, num timesteps 6200000, FPS 1043, mean/median reward 2291.4/2542.3, min/max reward 193.0/2899.7, entropy 1.52, value loss 21.71, policy loss -0.015
Updates 156, num timesteps 6240000, FPS 1043, mean/median reward 2344.5/2533.5, min/max reward 216.0/2807.2, entropy 1.51, value loss 19.92, policy loss -0.016
Updates 157, num timesteps 6280000, FPS 1043, mean/median reward 2407.1/2532.2, min/max reward 216.0/2807.2, entropy 1.49, value loss 15.69, policy loss -0.012
Updates 158, num timesteps 6320000, FPS 1044, mean/median reward 2484.9/2547.4, min/max reward 362.5/2807.2, entropy 1.49, value loss 16.79, policy loss -0.017
Updates 159, num timesteps 6360000, FPS 1045, mean/median reward 2547.9/2556.6, min/max reward 2211.4/2790.8, entropy 1.48, value loss 17.89, policy loss -0.015
Updates 160, num timesteps 6400000, FPS 1045, mean/median reward 2520.3/2561.5, min/max reward 213.9/2843.8, entropy 1.47, value loss 21.75, policy loss -0.016
Updates 161, num timesteps 6440000, FPS 1045, mean/median reward 2469.6/2561.5, min/max reward 213.9/2843.8, entropy 1.47, value loss 16.76, policy loss -0.015
Updates 162, num timesteps 6480000, FPS 1046, mean/median reward 2411.7/2566.6, min/max reward 213.9/2831.8, entropy 1.46, value loss 20.67, policy loss -0.014
Updates 163, num timesteps 6520000, FPS 1046, mean/median reward 2447.7/2562.5, min/max reward 229.2/2949.5, entropy 1.45, value loss 18.62, policy loss -0.016
Updates 164, num timesteps 6560000, FPS 1046, mean/median reward 2493.2/2556.5, min/max reward 229.2/2949.5, entropy 1.44, value loss 15.80, policy loss -0.018
Updates 165, num timesteps 6600000, FPS 1046, mean/median reward 2542.9/2556.5, min/max reward 879.2/2949.5, entropy 1.42, value loss 16.00, policy loss -0.014
Updates 166, num timesteps 6640000, FPS 1046, mean/median reward 2535.1/2558.1, min/max reward 288.4/2923.3, entropy 1.41, value loss 16.58, policy loss -0.015
Updates 167, num timesteps 6680000, FPS 1046, mean/median reward 2539.3/2567.9, min/max reward 288.4/2923.3, entropy 1.40, value loss 14.71, policy loss -0.017
Updates 168, num timesteps 6720000, FPS 1046, mean/median reward 2515.7/2567.7, min/max reward 231.4/2923.3, entropy 1.38, value loss 16.43, policy loss -0.015
Updates 169, num timesteps 6760000, FPS 1047, mean/median reward 2518.1/2563.0, min/max reward 231.4/2938.0, entropy 1.37, value loss 17.98, policy loss -0.014
Updates 170, num timesteps 6800000, FPS 1048, mean/median reward 2487.5/2557.2, min/max reward 231.4/2938.0, entropy 1.36, value loss 16.68, policy loss -0.017
Updates 171, num timesteps 6840000, FPS 1048, mean/median reward 2520.5/2567.6, min/max reward 299.6/2938.0, entropy 1.35, value loss 17.22, policy loss -0.019
Updates 172, num timesteps 6880000, FPS 1048, mean/median reward 2528.0/2572.1, min/max reward 369.5/2910.2, entropy 1.33, value loss 16.32, policy loss -0.019
Updates 173, num timesteps 6920000, FPS 1048, mean/median reward 2560.8/2578.2, min/max reward 894.8/2898.0, entropy 1.31, value loss 15.68, policy loss -0.012
Updates 174, num timesteps 6960000, FPS 1048, mean/median reward 2538.2/2575.3, min/max reward 554.5/2898.0, entropy 1.30, value loss 18.10, policy loss -0.016
Updates 175, num timesteps 7000000, FPS 1048, mean/median reward 2523.3/2579.7, min/max reward 301.5/2898.0, entropy 1.29, value loss 20.17, policy loss -0.014
Updates 176, num timesteps 7040000, FPS 1049, mean/median reward 2497.4/2579.7, min/max reward 301.5/2898.0, entropy 1.28, value loss 19.04, policy loss -0.017
Updates 177, num timesteps 7080000, FPS 1050, mean/median reward 2512.7/2587.3, min/max reward 301.5/2898.0, entropy 1.27, value loss 16.95, policy loss -0.013
Updates 178, num timesteps 7120000, FPS 1050, mean/median reward 2532.6/2575.7, min/max reward 578.9/2871.2, entropy 1.25, value loss 17.28, policy loss -0.016
Updates 179, num timesteps 7160000, FPS 1050, mean/median reward 2574.4/2583.9, min/max reward 2239.4/2910.0, entropy 1.24, value loss 14.83, policy loss -0.018
Updates 180, num timesteps 7200000, FPS 1050, mean/median reward 2589.9/2595.0, min/max reward 2256.9/2910.0, entropy 1.23, value loss 13.94, policy loss -0.014
Updates 181, num timesteps 7240000, FPS 1050, mean/median reward 2603.2/2600.3, min/max reward 2256.9/2910.0, entropy 1.21, value loss 14.15, policy loss -0.015
Updates 182, num timesteps 7280000, FPS 1050, mean/median reward 2577.8/2617.5, min/max reward 284.9/2905.3, entropy 1.20, value loss 13.24, policy loss -0.015
Updates 183, num timesteps 7320000, FPS 1050, mean/median reward 2541.3/2608.0, min/max reward 284.9/2905.3, entropy 1.19, value loss 15.19, policy loss -0.015
Updates 184, num timesteps 7360000, FPS 1050, mean/median reward 2522.9/2608.0, min/max reward 284.9/2889.7, entropy 1.17, value loss 15.21, policy loss -0.014
Updates 185, num timesteps 7400000, FPS 1051, mean/median reward 2525.6/2608.6, min/max reward 256.4/2877.7, entropy 1.16, value loss 14.93, policy loss -0.014
Updates 186, num timesteps 7440000, FPS 1051, mean/median reward 2525.4/2616.7, min/max reward 212.7/2944.0, entropy 1.15, value loss 15.79, policy loss -0.016
Updates 187, num timesteps 7480000, FPS 1052, mean/median reward 2537.5/2610.2, min/max reward 212.7/2944.0, entropy 1.14, value loss 14.61, policy loss -0.013
Updates 188, num timesteps 7520000, FPS 1052, mean/median reward 2558.5/2609.7, min/max reward 212.7/2944.0, entropy 1.13, value loss 15.92, policy loss -0.016
Updates 189, num timesteps 7560000, FPS 1052, mean/median reward 2586.6/2612.6, min/max reward 2239.5/2944.0, entropy 1.12, value loss 12.80, policy loss -0.018
Updates 190, num timesteps 7600000, FPS 1053, mean/median reward 2564.6/2615.3, min/max reward 226.9/2873.1, entropy 1.11, value loss 17.02, policy loss -0.014
Updates 191, num timesteps 7640000, FPS 1053, mean/median reward 2538.9/2619.2, min/max reward 226.9/2928.9, entropy 1.09, value loss 15.19, policy loss -0.015
Updates 192, num timesteps 7680000, FPS 1053, mean/median reward 2539.0/2622.9, min/max reward 226.9/2938.2, entropy 1.08, value loss 14.03, policy loss -0.015
Updates 193, num timesteps 7720000, FPS 1053, mean/median reward 2521.9/2625.9, min/max reward 265.5/2938.2, entropy 1.07, value loss 16.13, policy loss -0.016
Updates 194, num timesteps 7760000, FPS 1053, mean/median reward 2539.8/2618.4, min/max reward 265.5/2938.2, entropy 1.05, value loss 16.58, policy loss -0.017
Updates 195, num timesteps 7800000, FPS 1052, mean/median reward 2536.5/2618.4, min/max reward 265.5/2936.8, entropy 1.04, value loss 12.26, policy loss -0.015
Updates 196, num timesteps 7840000, FPS 1051, mean/median reward 2580.3/2624.8, min/max reward 271.4/2936.8, entropy 1.03, value loss 17.26, policy loss -0.016
Updates 197, num timesteps 7880000, FPS 1050, mean/median reward 2597.9/2634.3, min/max reward 271.4/2969.5, entropy 1.01, value loss 18.45, policy loss -0.016
Updates 198, num timesteps 7920000, FPS 1050, mean/median reward 2546.9/2628.9, min/max reward 271.4/2969.5, entropy 1.00, value loss 17.73, policy loss -0.016
Updates 199, num timesteps 7960000, FPS 1050, mean/median reward 2570.2/2627.4, min/max reward 406.0/2969.5, entropy 0.99, value loss 19.04, policy loss -0.014
Updates 200, num timesteps 8000000, FPS 1050, mean/median reward 2558.4/2627.4, min/max reward 406.0/2933.3, entropy 0.98, value loss 15.75, policy loss -0.014
Updates 201, num timesteps 8040000, FPS 1049, mean/median reward 2567.8/2628.0, min/max reward 279.3/2933.3, entropy 0.97, value loss 14.88, policy loss -0.013
Updates 202, num timesteps 8080000, FPS 1049, mean/median reward 2584.5/2638.6, min/max reward 279.3/2936.1, entropy 0.97, value loss 16.25, policy loss -0.015
Updates 203, num timesteps 8120000, FPS 1049, mean/median reward 2588.5/2636.7, min/max reward 279.3/2936.1, entropy 0.95, value loss 16.08, policy loss -0.016
Updates 204, num timesteps 8160000, FPS 1048, mean/median reward 2601.5/2624.2, min/max reward 2255.0/2936.1, entropy 0.94, value loss 16.28, policy loss -0.019
Updates 205, num timesteps 8200000, FPS 1048, mean/median reward 2583.2/2618.1, min/max reward 902.1/2936.1, entropy 0.94, value loss 14.92, policy loss -0.015
Updates 206, num timesteps 8240000, FPS 1047, mean/median reward 2591.9/2635.5, min/max reward 902.1/2928.0, entropy 0.92, value loss 17.09, policy loss -0.010
Updates 207, num timesteps 8280000, FPS 1047, mean/median reward 2578.1/2635.5, min/max reward 902.1/2901.6, entropy 0.90, value loss 14.26, policy loss -0.016
Updates 208, num timesteps 8320000, FPS 1047, mean/median reward 2577.3/2635.8, min/max reward 856.2/2901.6, entropy 0.89, value loss 15.61, policy loss -0.016
Updates 209, num timesteps 8360000, FPS 1046, mean/median reward 2558.5/2612.5, min/max reward 856.2/2873.3, entropy 0.87, value loss 16.40, policy loss -0.015
Updates 210, num timesteps 8400000, FPS 1046, mean/median reward 2583.5/2620.8, min/max reward 856.2/2892.2, entropy 0.86, value loss 16.07, policy loss -0.015
Updates 211, num timesteps 8440000, FPS 1046, mean/median reward 2580.5/2629.4, min/max reward 330.9/2892.2, entropy 0.85, value loss 15.98, policy loss -0.013
Updates 212, num timesteps 8480000, FPS 1046, mean/median reward 2551.7/2634.1, min/max reward 183.3/2903.6, entropy 0.83, value loss 15.41, policy loss -0.012
Updates 213, num timesteps 8520000, FPS 1046, mean/median reward 2517.7/2635.9, min/max reward 183.3/2903.6, entropy 0.82, value loss 14.47, policy loss -0.015
Updates 214, num timesteps 8560000, FPS 1046, mean/median reward 2542.1/2631.1, min/max reward 183.3/2903.6, entropy 0.81, value loss 15.41, policy loss -0.015
Updates 215, num timesteps 8600000, FPS 1047, mean/median reward 2567.1/2640.1, min/max reward 251.2/2879.4, entropy 0.81, value loss 15.48, policy loss -0.016
Updates 216, num timesteps 8640000, FPS 1047, mean/median reward 2605.7/2641.9, min/max reward 553.0/2851.4, entropy 0.80, value loss 16.23, policy loss -0.016
Updates 217, num timesteps 8680000, FPS 1047, mean/median reward 2584.5/2647.4, min/max reward 213.0/2885.5, entropy 0.79, value loss 14.21, policy loss -0.014
Updates 218, num timesteps 8720000, FPS 1048, mean/median reward 2585.6/2653.4, min/max reward 213.0/2885.5, entropy 0.78, value loss 15.10, policy loss -0.013
Updates 219, num timesteps 8760000, FPS 1048, mean/median reward 2570.8/2640.9, min/max reward 213.0/2885.5, entropy 0.77, value loss 17.42, policy loss -0.016
Updates 220, num timesteps 8800000, FPS 1048, mean/median reward 2592.1/2640.9, min/max reward 383.7/2885.5, entropy 0.76, value loss 13.71, policy loss -0.017
Updates 221, num timesteps 8840000, FPS 1048, mean/median reward 2592.6/2632.8, min/max reward 1351.3/2879.7, entropy 0.75, value loss 14.79, policy loss -0.013
Updates 222, num timesteps 8880000, FPS 1048, mean/median reward 2551.9/2631.6, min/max reward 238.0/2879.7, entropy 0.75, value loss 17.13, policy loss -0.016
Updates 223, num timesteps 8920000, FPS 1048, mean/median reward 2564.6/2640.5, min/max reward 238.0/2818.7, entropy 0.74, value loss 15.14, policy loss -0.014
Updates 224, num timesteps 8960000, FPS 1048, mean/median reward 2548.3/2640.1, min/max reward 238.0/2825.8, entropy 0.73, value loss 17.97, policy loss -0.014
Updates 225, num timesteps 9000000, FPS 1048, mean/median reward 2565.7/2648.4, min/max reward 228.7/2825.8, entropy 0.72, value loss 15.32, policy loss -0.016
Updates 226, num timesteps 9040000, FPS 1049, mean/median reward 2536.3/2627.3, min/max reward 228.7/2968.4, entropy 0.71, value loss 13.37, policy loss -0.016
Updates 227, num timesteps 9080000, FPS 1050, mean/median reward 2583.8/2646.4, min/max reward 228.7/2968.4, entropy 0.70, value loss 15.68, policy loss -0.014
Updates 228, num timesteps 9120000, FPS 1050, mean/median reward 2608.7/2646.0, min/max reward 229.5/2968.4, entropy 0.70, value loss 14.86, policy loss -0.017
Updates 229, num timesteps 9160000, FPS 1046, mean/median reward 2616.7/2638.4, min/max reward 1593.8/2937.1, entropy 0.69, value loss 16.24, policy loss -0.013
Updates 230, num timesteps 9200000, FPS 1046, mean/median reward 2595.1/2641.5, min/max reward 1593.8/2937.1, entropy 0.68, value loss 15.18, policy loss -0.012
Updates 231, num timesteps 9240000, FPS 1046, mean/median reward 2594.5/2641.5, min/max reward 1593.8/2937.1, entropy 0.68, value loss 15.11, policy loss -0.014
Updates 232, num timesteps 9280000, FPS 1046, mean/median reward 2587.7/2629.1, min/max reward 1593.8/2937.1, entropy 0.66, value loss 15.36, policy loss -0.016
Updates 233, num timesteps 9320000, FPS 1046, mean/median reward 2585.7/2619.5, min/max reward 218.9/2910.1, entropy 0.65, value loss 14.79, policy loss -0.013
Updates 234, num timesteps 9360000, FPS 1041, mean/median reward 2566.2/2607.2, min/max reward 218.9/2910.1, entropy 0.63, value loss 13.66, policy loss -0.012
Updates 235, num timesteps 9400000, FPS 1038, mean/median reward 2547.5/2615.3, min/max reward 218.9/2910.1, entropy 0.63, value loss 13.66, policy loss -0.018
Updates 236, num timesteps 9440000, FPS 1034, mean/median reward 2554.8/2600.9, min/max reward 279.3/2860.9, entropy 0.62, value loss 12.72, policy loss -0.014
Updates 237, num timesteps 9480000, FPS 1032, mean/median reward 2575.4/2640.9, min/max reward 279.3/2877.4, entropy 0.60, value loss 14.08, policy loss -0.015
Updates 238, num timesteps 9520000, FPS 1030, mean/median reward 2596.5/2649.5, min/max reward 2174.6/2961.3, entropy 0.59, value loss 14.13, policy loss -0.012
Updates 239, num timesteps 9560000, FPS 1029, mean/median reward 2586.1/2651.2, min/max reward 289.4/2961.3, entropy 0.58, value loss 16.36, policy loss -0.016
Updates 240, num timesteps 9600000, FPS 1026, mean/median reward 2548.2/2618.4, min/max reward 262.6/2961.3, entropy 0.57, value loss 15.32, policy loss -0.015
Updates 241, num timesteps 9640000, FPS 1024, mean/median reward 2520.1/2601.7, min/max reward 262.6/2901.5, entropy 0.56, value loss 13.59, policy loss -0.015
Updates 242, num timesteps 9680000, FPS 1022, mean/median reward 2551.8/2600.3, min/max reward 262.6/2901.5, entropy 0.54, value loss 14.14, policy loss -0.016
Updates 243, num timesteps 9720000, FPS 1019, mean/median reward 2583.6/2607.3, min/max reward 303.2/2950.3, entropy 0.53, value loss 13.73, policy loss -0.013
Updates 244, num timesteps 9760000, FPS 1017, mean/median reward 2601.3/2645.1, min/max reward 303.2/2950.3, entropy 0.52, value loss 14.75, policy loss -0.016
Updates 245, num timesteps 9800000, FPS 1016, mean/median reward 2599.3/2612.4, min/max reward 2233.1/2950.3, entropy 0.50, value loss 13.02, policy loss -0.016
Updates 246, num timesteps 9840000, FPS 1014, mean/median reward 2594.6/2612.5, min/max reward 2233.1/2926.2, entropy 0.48, value loss 13.76, policy loss -0.013
Updates 247, num timesteps 9880000, FPS 1012, mean/median reward 2592.9/2632.8, min/max reward 800.8/2887.8, entropy 0.47, value loss 14.22, policy loss -0.017
Updates 248, num timesteps 9920000, FPS 1010, mean/median reward 2602.6/2655.5, min/max reward 800.8/2887.8, entropy 0.46, value loss 14.29, policy loss -0.014
Updates 249, num timesteps 9960000, FPS 1008, mean/median reward 2587.3/2648.5, min/max reward 399.6/2887.8, entropy 0.45, value loss 14.75, policy loss -0.017
Updates 250, num timesteps 10000000, FPS 1006, mean/median reward 2601.7/2655.5, min/max reward 399.6/2864.7, entropy 0.44, value loss 13.52, policy loss -0.017
Process ForkProcess-125:
Traceback (most recent call last):
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 258, in _bootstrap
    self.run()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "/home/uni/Documents/python/optim/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 407, in _recv_bytes
    buf = self._recv(4)
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
INFO - sacred_utils - Completed after 2:45:37
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
