/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_28__09_08_11__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_28__09_08_11__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_28__09_08_11__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 971, mean/median reward 12.7/11.5, min/max reward 4.1/42.2, entropy 10.12, value loss 0.88, policy loss -0.019
Updates 161, num timesteps 6440000, FPS 862, mean/median reward 914.2/914.1, min/max reward 910.1/917.5, entropy -1.27, value loss 0.01, policy loss -0.016
Updates 162, num timesteps 6480000, FPS 862, mean/median reward 915.1/915.3, min/max reward 910.1/918.8, entropy -1.34, value loss 0.01, policy loss -0.012
Updates 163, num timesteps 6520000, FPS 863, mean/median reward 916.1/916.0, min/max reward 911.2/920.2, entropy -1.41, value loss 0.01, policy loss -0.013
Updates 164, num timesteps 6560000, FPS 863, mean/median reward 917.0/917.2, min/max reward 911.2/920.2, entropy -1.48, value loss 0.01, policy loss -0.010
Updates 165, num timesteps 6600000, FPS 863, mean/median reward 917.9/918.0, min/max reward 911.2/920.6, entropy -1.55, value loss 0.01, policy loss -0.011
Updates 166, num timesteps 6640000, FPS 864, mean/median reward 918.5/918.6, min/max reward 913.7/922.6, entropy -1.62, value loss 0.01, policy loss -0.015
Updates 167, num timesteps 6680000, FPS 864, mean/median reward 919.2/919.3, min/max reward 913.7/922.6, entropy -1.68, value loss 0.01, policy loss -0.010
Updates 168, num timesteps 6720000, FPS 865, mean/median reward 919.5/919.8, min/max reward 913.7/922.6, entropy -1.74, value loss 0.01, policy loss -0.013
Updates 169, num timesteps 6760000, FPS 866, mean/median reward 920.0/920.2, min/max reward 914.0/922.3, entropy -1.81, value loss 0.00, policy loss -0.009
Updates 170, num timesteps 6800000, FPS 866, mean/median reward 920.5/920.5, min/max reward 914.0/923.9, entropy -1.87, value loss 0.01, policy loss -0.009
Updates 171, num timesteps 6840000, FPS 867, mean/median reward 921.1/921.2, min/max reward 914.3/924.5, entropy -1.94, value loss 0.00, policy loss -0.011
Updates 172, num timesteps 6880000, FPS 867, mean/median reward 921.8/921.8, min/max reward 914.3/924.5, entropy -2.01, value loss 0.01, policy loss -0.009
Updates 173, num timesteps 6920000, FPS 867, mean/median reward 922.4/922.4, min/max reward 918.2/925.2, entropy -2.08, value loss 0.00, policy loss -0.010
Updates 174, num timesteps 6960000, FPS 868, mean/median reward 923.1/923.1, min/max reward 918.2/925.7, entropy -2.14, value loss 0.00, policy loss -0.009
Updates 175, num timesteps 7000000, FPS 868, mean/median reward 923.7/923.9, min/max reward 918.6/926.9, entropy -2.20, value loss 0.00, policy loss -0.008
Updates 176, num timesteps 7040000, FPS 868, mean/median reward 924.4/924.4, min/max reward 920.8/927.0, entropy -2.26, value loss 0.01, policy loss -0.008
Updates 177, num timesteps 7080000, FPS 869, mean/median reward 924.9/924.9, min/max reward 920.8/927.3, entropy -2.32, value loss 0.00, policy loss -0.009
Updates 178, num timesteps 7120000, FPS 869, mean/median reward 925.5/925.6, min/max reward 920.8/928.7, entropy -2.39, value loss 0.00, policy loss -0.010
Updates 179, num timesteps 7160000, FPS 870, mean/median reward 925.9/926.0, min/max reward 922.4/928.7, entropy -2.44, value loss 0.00, policy loss -0.011
Updates 180, num timesteps 7200000, FPS 870, mean/median reward 926.2/926.4, min/max reward 921.2/928.7, entropy -2.50, value loss 0.01, policy loss -0.009
Updates 181, num timesteps 7240000, FPS 868, mean/median reward 926.7/926.8, min/max reward 921.2/928.7, entropy -2.56, value loss 0.00, policy loss -0.009
Updates 182, num timesteps 7280000, FPS 861, mean/median reward 927.1/927.3, min/max reward 921.2/929.7, entropy -2.62, value loss 0.00, policy loss -0.010
Updates 183, num timesteps 7320000, FPS 855, mean/median reward 927.7/927.7, min/max reward 922.2/930.1, entropy -2.67, value loss 0.00, policy loss -0.009
Updates 184, num timesteps 7360000, FPS 853, mean/median reward 928.0/928.1, min/max reward 922.2/930.3, entropy -2.72, value loss 0.00, policy loss -0.011
Updates 185, num timesteps 7400000, FPS 854, mean/median reward 928.6/928.6, min/max reward 925.5/930.9, entropy -2.78, value loss 0.00, policy loss -0.007
Updates 186, num timesteps 7440000, FPS 854, mean/median reward 929.0/929.2, min/max reward 925.5/930.9, entropy -2.83, value loss 0.00, policy loss -0.009
Updates 187, num timesteps 7480000, FPS 854, mean/median reward 929.4/929.5, min/max reward 926.0/931.4, entropy -2.88, value loss 0.00, policy loss -0.008
Updates 188, num timesteps 7520000, FPS 854, mean/median reward 929.7/929.8, min/max reward 927.0/931.6, entropy -2.93, value loss 0.00, policy loss -0.008
Updates 189, num timesteps 7560000, FPS 855, mean/median reward 930.2/930.2, min/max reward 927.0/932.4, entropy -2.98, value loss 0.00, policy loss -0.012
Updates 190, num timesteps 7600000, FPS 855, mean/median reward 930.5/930.6, min/max reward 927.0/932.7, entropy -3.04, value loss 0.00, policy loss -0.007
Updates 191, num timesteps 7640000, FPS 855, mean/median reward 931.0/931.0, min/max reward 922.8/933.5, entropy -3.10, value loss 0.00, policy loss -0.005
Updates 192, num timesteps 7680000, FPS 856, mean/median reward 931.6/931.7, min/max reward 922.8/933.7, entropy -3.15, value loss 0.00, policy loss -0.009
Updates 193, num timesteps 7720000, FPS 856, mean/median reward 932.1/932.3, min/max reward 922.8/934.3, entropy -3.20, value loss 0.00, policy loss -0.008
Updates 194, num timesteps 7760000, FPS 856, mean/median reward 932.7/932.7, min/max reward 930.0/935.1, entropy -3.26, value loss 0.00, policy loss -0.008
Updates 195, num timesteps 7800000, FPS 856, mean/median reward 933.1/933.1, min/max reward 931.0/935.1, entropy -3.31, value loss 0.00, policy loss -0.012
Updates 196, num timesteps 7840000, FPS 857, mean/median reward 933.4/933.4, min/max reward 930.8/935.7, entropy -3.36, value loss 0.00, policy loss -0.007
Updates 197, num timesteps 7880000, FPS 857, mean/median reward 933.8/933.8, min/max reward 930.8/935.7, entropy -3.41, value loss 0.00, policy loss -0.010
Updates 198, num timesteps 7920000, FPS 857, mean/median reward 934.2/934.3, min/max reward 930.8/936.1, entropy -3.45, value loss 0.00, policy loss -0.006
Updates 199, num timesteps 7960000, FPS 857, mean/median reward 934.4/934.5, min/max reward 931.1/936.1, entropy -3.49, value loss 0.00, policy loss -0.005
Updates 200, num timesteps 8000000, FPS 858, mean/median reward 934.7/934.9, min/max reward 930.9/936.2, entropy -3.54, value loss 0.00, policy loss -0.008
Updates 201, num timesteps 8040000, FPS 858, mean/median reward 935.0/935.2, min/max reward 930.9/936.8, entropy -3.59, value loss 0.00, policy loss -0.009
Updates 202, num timesteps 8080000, FPS 858, mean/median reward 935.4/935.5, min/max reward 930.9/937.6, entropy -3.64, value loss 0.00, policy loss -0.011
Updates 203, num timesteps 8120000, FPS 859, mean/median reward 935.8/936.0, min/max reward 931.9/937.6, entropy -3.69, value loss 0.00, policy loss -0.005
Updates 204, num timesteps 8160000, FPS 859, mean/median reward 936.2/936.2, min/max reward 931.9/938.0, entropy -3.74, value loss 0.00, policy loss -0.006
Updates 205, num timesteps 8200000, FPS 859, mean/median reward 936.4/936.6, min/max reward 931.9/938.0, entropy -3.79, value loss 0.00, policy loss -0.007
Updates 206, num timesteps 8240000, FPS 860, mean/median reward 936.6/936.7, min/max reward 933.5/938.0, entropy -3.84, value loss 0.00, policy loss -0.008
Updates 207, num timesteps 8280000, FPS 860, mean/median reward 936.9/937.1, min/max reward 933.5/938.3, entropy -3.88, value loss 0.00, policy loss -0.004
Updates 208, num timesteps 8320000, FPS 860, mean/median reward 937.2/937.3, min/max reward 933.5/938.7, entropy -3.93, value loss 0.00, policy loss -0.007
Updates 209, num timesteps 8360000, FPS 861, mean/median reward 937.4/937.6, min/max reward 930.1/939.2, entropy -3.97, value loss 0.00, policy loss -0.007
Updates 210, num timesteps 8400000, FPS 861, mean/median reward 937.7/937.8, min/max reward 930.1/939.2, entropy -4.02, value loss 0.00, policy loss -0.006
Updates 211, num timesteps 8440000, FPS 861, mean/median reward 937.8/937.9, min/max reward 930.1/939.2, entropy -4.06, value loss 0.00, policy loss -0.007
Updates 212, num timesteps 8480000, FPS 861, mean/median reward 938.1/938.1, min/max reward 936.4/939.3, entropy -4.10, value loss 0.00, policy loss -0.007
Updates 213, num timesteps 8520000, FPS 862, mean/median reward 938.3/938.4, min/max reward 936.4/939.5, entropy -4.15, value loss 0.00, policy loss -0.008
Updates 214, num timesteps 8560000, FPS 862, mean/median reward 938.5/938.5, min/max reward 936.4/940.1, entropy -4.20, value loss 0.00, policy loss -0.005
Updates 215, num timesteps 8600000, FPS 862, mean/median reward 938.7/938.8, min/max reward 936.4/940.3, entropy -4.24, value loss 0.00, policy loss -0.003
Updates 216, num timesteps 8640000, FPS 862, mean/median reward 939.0/939.0, min/max reward 936.9/940.4, entropy -4.28, value loss 0.00, policy loss -0.004
Updates 217, num timesteps 8680000, FPS 861, mean/median reward 939.1/939.2, min/max reward 937.3/940.7, entropy -4.32, value loss 0.00, policy loss -0.006
Updates 218, num timesteps 8720000, FPS 862, mean/median reward 939.3/939.3, min/max reward 937.3/941.0, entropy -4.35, value loss 0.00, policy loss -0.005
Updates 219, num timesteps 8760000, FPS 862, mean/median reward 939.4/939.5, min/max reward 936.2/941.0, entropy -4.39, value loss 0.00, policy loss -0.004
Updates 220, num timesteps 8800000, FPS 862, mean/median reward 939.5/939.6, min/max reward 936.2/941.0, entropy -4.43, value loss 0.00, policy loss -0.007
Updates 221, num timesteps 8840000, FPS 862, mean/median reward 939.7/939.8, min/max reward 936.2/941.1, entropy -4.46, value loss 0.00, policy loss -0.007
Updates 222, num timesteps 8880000, FPS 862, mean/median reward 939.9/939.9, min/max reward 936.6/941.2, entropy -4.50, value loss 0.00, policy loss -0.004
Updates 223, num timesteps 8920000, FPS 863, mean/median reward 940.1/940.1, min/max reward 938.0/941.4, entropy -4.54, value loss 0.00, policy loss -0.006
Updates 224, num timesteps 8960000, FPS 863, mean/median reward 940.2/940.2, min/max reward 936.3/941.6, entropy -4.58, value loss 0.00, policy loss -0.007
Updates 225, num timesteps 9000000, FPS 863, mean/median reward 940.3/940.4, min/max reward 936.3/941.6, entropy -4.61, value loss 0.00, policy loss -0.008
Updates 226, num timesteps 9040000, FPS 863, mean/median reward 940.5/940.5, min/max reward 936.3/942.0, entropy -4.66, value loss 0.00, policy loss -0.008
Updates 227, num timesteps 9080000, FPS 863, mean/median reward 940.7/940.8, min/max reward 938.0/942.1, entropy -4.70, value loss 0.00, policy loss -0.004
Updates 228, num timesteps 9120000, FPS 863, mean/median reward 940.9/940.9, min/max reward 938.0/942.6, entropy -4.73, value loss 0.00, policy loss -0.006
Updates 229, num timesteps 9160000, FPS 863, mean/median reward 941.0/941.0, min/max reward 938.5/942.6, entropy -4.76, value loss 0.00, policy loss -0.005
Updates 230, num timesteps 9200000, FPS 864, mean/median reward 941.1/941.2, min/max reward 938.5/942.8, entropy -4.80, value loss 0.00, policy loss -0.008
Updates 231, num timesteps 9240000, FPS 864, mean/median reward 941.3/941.4, min/max reward 938.5/942.8, entropy -4.82, value loss 0.00, policy loss -0.004
Updates 232, num timesteps 9280000, FPS 864, mean/median reward 941.4/941.4, min/max reward 938.7/943.1, entropy -4.86, value loss 0.00, policy loss -0.006
Updates 233, num timesteps 9320000, FPS 864, mean/median reward 941.5/941.6, min/max reward 938.9/943.1, entropy -4.89, value loss 0.00, policy loss -0.007
Updates 234, num timesteps 9360000, FPS 864, mean/median reward 941.7/941.7, min/max reward 938.7/943.1, entropy -4.92, value loss 0.00, policy loss -0.003
Updates 235, num timesteps 9400000, FPS 865, mean/median reward 941.8/941.9, min/max reward 938.7/943.4, entropy -4.96, value loss 0.00, policy loss -0.008
Updates 236, num timesteps 9440000, FPS 865, mean/median reward 942.0/942.1, min/max reward 938.7/943.4, entropy -5.00, value loss 0.00, policy loss -0.006
Updates 237, num timesteps 9480000, FPS 865, mean/median reward 942.2/942.4, min/max reward 939.0/943.5, entropy -5.03, value loss 0.00, policy loss -0.006
Updates 238, num timesteps 9520000, FPS 865, mean/median reward 942.5/942.5, min/max reward 938.8/944.1, entropy -5.07, value loss 0.00, policy loss -0.005
Updates 239, num timesteps 9560000, FPS 865, mean/median reward 942.7/942.8, min/max reward 938.8/944.2, entropy -5.10, value loss 0.00, policy loss -0.004
Updates 240, num timesteps 9600000, FPS 866, mean/median reward 942.9/943.0, min/max reward 938.8/944.2, entropy -5.13, value loss 0.00, policy loss -0.007
Updates 241, num timesteps 9640000, FPS 866, mean/median reward 943.1/943.1, min/max reward 941.3/944.3, entropy -5.17, value loss 0.00, policy loss -0.003
Updates 242, num timesteps 9680000, FPS 866, mean/median reward 943.2/943.2, min/max reward 940.9/944.6, entropy -5.20, value loss 0.00, policy loss -0.004
Updates 243, num timesteps 9720000, FPS 866, mean/median reward 943.4/943.4, min/max reward 940.9/945.0, entropy -5.23, value loss 0.00, policy loss -0.005
Updates 244, num timesteps 9760000, FPS 866, mean/median reward 943.6/943.7, min/max reward 940.9/945.0, entropy -5.26, value loss 0.00, policy loss -0.005
Updates 245, num timesteps 9800000, FPS 867, mean/median reward 943.7/943.8, min/max reward 940.9/945.0, entropy -5.30, value loss 0.00, policy loss -0.003
Updates 246, num timesteps 9840000, FPS 867, mean/median reward 943.8/943.9, min/max reward 940.8/945.2, entropy -5.33, value loss 0.00, policy loss -0.005
Updates 247, num timesteps 9880000, FPS 867, mean/median reward 944.0/944.0, min/max reward 940.8/945.2, entropy -5.37, value loss 0.00, policy loss -0.009
Updates 248, num timesteps 9920000, FPS 865, mean/median reward 944.2/944.3, min/max reward 940.8/945.2, entropy -5.40, value loss 0.00, policy loss -0.003
Updates 249, num timesteps 9960000, FPS 861, mean/median reward 944.3/944.4, min/max reward 943.0/945.4, entropy -5.43, value loss 0.00, policy loss -0.001
Updates 250, num timesteps 10000000, FPS 856, mean/median reward 944.5/944.5, min/max reward 942.9/945.4, entropy -5.46, value loss 0.00, policy loss -0.003
INFO - sacred_utils - Completed after 3:14:41
Process ForkProcess-125:
Traceback (most recent call last):
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 258, in _bootstrap
    self.run()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "/home/uni/Documents/python/optim/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 407, in _recv_bytes
    buf = self._recv(4)
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
Process ForkProcess-124:
Traceback (most recent call last):
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 258, in _bootstrap
    self.run()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "/home/uni/Documents/python/optim/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 407, in _recv_bytes
    buf = self._recv(4)
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
