WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
==============SETTINGS================
{'device': 'cuda:0',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_29__06_55_53__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_29__06_55_53__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_29__06_55_53__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/yuni/venv/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
pybullet build time: Nov 26 2020 23:09:05
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
Updates 1, num timesteps 40000, FPS 4041, mean/median reward 10.5/8.9, min/max reward 3.6/35.0, entropy 10.14, value loss 0.62, policy loss -0.020
Updates 160, num timesteps 6400000, FPS 3150, mean/median reward 858.3/858.4, min/max reward 847.3/866.1, entropy 0.36, value loss 0.07, policy loss -0.020
Updates 161, num timesteps 6440000, FPS 3150, mean/median reward 859.5/859.3, min/max reward 851.3/869.0, entropy 0.31, value loss 0.08, policy loss -0.021
Updates 162, num timesteps 6480000, FPS 3149, mean/median reward 860.4/860.6, min/max reward 851.3/869.0, entropy 0.27, value loss 0.08, policy loss -0.021
Updates 163, num timesteps 6520000, FPS 3149, mean/median reward 860.8/861.0, min/max reward 846.8/869.0, entropy 0.21, value loss 0.08, policy loss -0.019
Updates 164, num timesteps 6560000, FPS 3148, mean/median reward 861.4/861.7, min/max reward 846.8/869.3, entropy 0.17, value loss 0.07, policy loss -0.020
Updates 165, num timesteps 6600000, FPS 3147, mean/median reward 861.8/861.9, min/max reward 846.8/869.3, entropy 0.12, value loss 0.06, policy loss -0.019
Updates 166, num timesteps 6640000, FPS 3147, mean/median reward 863.0/863.4, min/max reward 848.8/869.3, entropy 0.08, value loss 0.07, policy loss -0.022
Updates 167, num timesteps 6680000, FPS 3146, mean/median reward 864.5/864.6, min/max reward 855.9/873.1, entropy 0.03, value loss 0.07, policy loss -0.017
Updates 168, num timesteps 6720000, FPS 3145, mean/median reward 865.7/865.9, min/max reward 855.9/873.1, entropy -0.01, value loss 0.06, policy loss -0.020
Updates 169, num timesteps 6760000, FPS 3145, mean/median reward 866.7/866.8, min/max reward 855.9/873.1, entropy -0.05, value loss 0.06, policy loss -0.018
Updates 170, num timesteps 6800000, FPS 3144, mean/median reward 867.8/868.2, min/max reward 856.5/875.0, entropy -0.10, value loss 0.06, policy loss -0.021
Updates 171, num timesteps 6840000, FPS 3144, mean/median reward 868.5/869.0, min/max reward 856.5/875.0, entropy -0.14, value loss 0.06, policy loss -0.022
Updates 172, num timesteps 6880000, FPS 3143, mean/median reward 869.1/869.4, min/max reward 856.5/876.1, entropy -0.18, value loss 0.07, policy loss -0.018
Updates 173, num timesteps 6920000, FPS 3143, mean/median reward 860.0/869.8, min/max reward 220.4/878.0, entropy -0.21, value loss 0.15, policy loss -0.007
Updates 174, num timesteps 6960000, FPS 3142, mean/median reward 861.0/871.2, min/max reward 220.4/878.9, entropy -0.24, value loss 0.07, policy loss -0.016
Updates 175, num timesteps 7000000, FPS 3143, mean/median reward 861.9/872.1, min/max reward 220.4/880.7, entropy -0.28, value loss 0.06, policy loss -0.016
Updates 176, num timesteps 7040000, FPS 3142, mean/median reward 872.9/872.5, min/max reward 865.6/880.7, entropy -0.32, value loss 0.06, policy loss -0.019
Updates 177, num timesteps 7080000, FPS 3142, mean/median reward 873.3/873.4, min/max reward 866.8/880.7, entropy -0.37, value loss 0.06, policy loss -0.017
Updates 178, num timesteps 7120000, FPS 3142, mean/median reward 873.8/873.7, min/max reward 864.3/883.1, entropy -0.40, value loss 0.06, policy loss -0.015
Updates 179, num timesteps 7160000, FPS 3142, mean/median reward 874.4/874.2, min/max reward 864.3/883.1, entropy -0.45, value loss 0.05, policy loss -0.018
Updates 180, num timesteps 7200000, FPS 3142, mean/median reward 874.7/874.8, min/max reward 864.3/883.1, entropy -0.49, value loss 0.06, policy loss -0.021
Updates 181, num timesteps 7240000, FPS 3142, mean/median reward 875.4/875.5, min/max reward 866.5/883.1, entropy -0.53, value loss 0.05, policy loss -0.020
Updates 182, num timesteps 7280000, FPS 3143, mean/median reward 876.1/876.4, min/max reward 866.5/885.6, entropy -0.57, value loss 0.06, policy loss -0.018
Updates 183, num timesteps 7320000, FPS 3142, mean/median reward 876.8/877.1, min/max reward 868.3/885.6, entropy -0.61, value loss 0.06, policy loss -0.019
Updates 184, num timesteps 7360000, FPS 3142, mean/median reward 878.0/878.2, min/max reward 868.3/885.6, entropy -0.64, value loss 0.05, policy loss -0.017
Updates 185, num timesteps 7400000, FPS 3141, mean/median reward 878.8/879.2, min/max reward 870.2/887.2, entropy -0.68, value loss 0.05, policy loss -0.019
Updates 186, num timesteps 7440000, FPS 3140, mean/median reward 879.8/880.0, min/max reward 871.5/887.2, entropy -0.72, value loss 0.05, policy loss -0.019
Updates 187, num timesteps 7480000, FPS 3139, mean/median reward 880.4/880.5, min/max reward 871.5/888.3, entropy -0.76, value loss 0.05, policy loss -0.019
Updates 188, num timesteps 7520000, FPS 3138, mean/median reward 881.3/881.1, min/max reward 871.8/888.3, entropy -0.79, value loss 0.05, policy loss -0.017
Updates 189, num timesteps 7560000, FPS 3137, mean/median reward 882.2/882.5, min/max reward 872.8/888.8, entropy -0.83, value loss 0.05, policy loss -0.019
Updates 190, num timesteps 7600000, FPS 3137, mean/median reward 882.6/882.8, min/max reward 872.8/888.8, entropy -0.86, value loss 0.04, policy loss -0.016
Updates 191, num timesteps 7640000, FPS 3136, mean/median reward 883.2/883.4, min/max reward 875.6/889.2, entropy -0.90, value loss 0.05, policy loss -0.017
Updates 192, num timesteps 7680000, FPS 3137, mean/median reward 883.7/884.0, min/max reward 875.6/890.2, entropy -0.93, value loss 0.05, policy loss -0.019
Updates 193, num timesteps 7720000, FPS 3137, mean/median reward 884.1/884.2, min/max reward 875.9/891.7, entropy -0.98, value loss 0.05, policy loss -0.021
Updates 194, num timesteps 7760000, FPS 3135, mean/median reward 884.4/884.5, min/max reward 873.9/891.7, entropy -1.01, value loss 0.05, policy loss -0.017
Updates 195, num timesteps 7800000, FPS 3135, mean/median reward 885.2/885.2, min/max reward 873.9/891.7, entropy -1.05, value loss 0.04, policy loss -0.019
Updates 196, num timesteps 7840000, FPS 3134, mean/median reward 884.9/886.0, min/max reward 783.0/890.1, entropy -1.07, value loss 0.09, policy loss -0.007
Updates 197, num timesteps 7880000, FPS 3133, mean/median reward 885.2/886.4, min/max reward 783.0/892.0, entropy -1.11, value loss 0.04, policy loss -0.018
Updates 198, num timesteps 7920000, FPS 3133, mean/median reward 885.8/886.6, min/max reward 783.0/894.7, entropy -1.15, value loss 0.04, policy loss -0.017
Updates 199, num timesteps 7960000, FPS 3132, mean/median reward 887.1/887.3, min/max reward 875.7/894.7, entropy -1.19, value loss 0.04, policy loss -0.018
Updates 200, num timesteps 8000000, FPS 3131, mean/median reward 887.6/888.0, min/max reward 875.7/894.7, entropy -1.22, value loss 0.04, policy loss -0.020
Updates 201, num timesteps 8040000, FPS 3130, mean/median reward 888.0/888.3, min/max reward 875.7/893.2, entropy -1.26, value loss 0.04, policy loss -0.020
Updates 202, num timesteps 8080000, FPS 3130, mean/median reward 888.5/889.0, min/max reward 880.4/894.9, entropy -1.29, value loss 0.04, policy loss -0.019
Updates 203, num timesteps 8120000, FPS 3128, mean/median reward 889.0/889.1, min/max reward 880.4/894.9, entropy -1.33, value loss 0.04, policy loss -0.021
Updates 204, num timesteps 8160000, FPS 3127, mean/median reward 890.0/890.1, min/max reward 881.2/896.1, entropy -1.36, value loss 0.04, policy loss -0.020
Updates 205, num timesteps 8200000, FPS 3126, mean/median reward 890.4/890.8, min/max reward 882.9/896.1, entropy -1.39, value loss 0.04, policy loss -0.018
Updates 206, num timesteps 8240000, FPS 3126, mean/median reward 890.8/891.0, min/max reward 882.9/896.1, entropy -1.42, value loss 0.04, policy loss -0.017
Updates 207, num timesteps 8280000, FPS 3125, mean/median reward 891.1/891.3, min/max reward 882.9/899.4, entropy -1.45, value loss 0.04, policy loss -0.019
Updates 208, num timesteps 8320000, FPS 3124, mean/median reward 891.6/891.6, min/max reward 884.4/899.4, entropy -1.48, value loss 0.04, policy loss -0.019
Updates 209, num timesteps 8360000, FPS 3123, mean/median reward 892.5/892.5, min/max reward 886.9/899.4, entropy -1.51, value loss 0.04, policy loss -0.017
Updates 210, num timesteps 8400000, FPS 3122, mean/median reward 892.5/892.6, min/max reward 886.7/897.7, entropy -1.55, value loss 0.04, policy loss -0.020
Updates 211, num timesteps 8440000, FPS 3123, mean/median reward 892.9/893.3, min/max reward 883.8/898.9, entropy -1.58, value loss 0.04, policy loss -0.017
Updates 212, num timesteps 8480000, FPS 3121, mean/median reward 893.3/893.5, min/max reward 883.8/899.4, entropy -1.61, value loss 0.04, policy loss -0.018
Updates 213, num timesteps 8520000, FPS 3120, mean/median reward 894.0/894.0, min/max reward 883.8/899.4, entropy -1.65, value loss 0.04, policy loss -0.018
Updates 214, num timesteps 8560000, FPS 3119, mean/median reward 894.8/895.1, min/max reward 886.1/899.4, entropy -1.67, value loss 0.03, policy loss -0.020
Updates 215, num timesteps 8600000, FPS 3118, mean/median reward 895.1/895.2, min/max reward 888.2/900.6, entropy -1.70, value loss 0.04, policy loss -0.019
Updates 216, num timesteps 8640000, FPS 3117, mean/median reward 895.6/895.7, min/max reward 890.1/900.6, entropy -1.73, value loss 0.04, policy loss -0.017
Updates 217, num timesteps 8680000, FPS 3116, mean/median reward 896.0/896.3, min/max reward 890.3/902.1, entropy -1.76, value loss 0.04, policy loss -0.021
Updates 218, num timesteps 8720000, FPS 3116, mean/median reward 896.3/896.5, min/max reward 888.3/903.2, entropy -1.79, value loss 0.04, policy loss -0.018
Updates 219, num timesteps 8760000, FPS 3116, mean/median reward 896.7/896.7, min/max reward 888.3/903.2, entropy -1.82, value loss 0.03, policy loss -0.021
Updates 220, num timesteps 8800000, FPS 3116, mean/median reward 897.0/897.0, min/max reward 885.0/903.2, entropy -1.85, value loss 0.04, policy loss -0.019
Updates 221, num timesteps 8840000, FPS 3115, mean/median reward 897.4/897.3, min/max reward 885.0/903.2, entropy -1.88, value loss 0.03, policy loss -0.019
Updates 222, num timesteps 8880000, FPS 3114, mean/median reward 897.7/897.6, min/max reward 885.0/903.5, entropy -1.92, value loss 0.04, policy loss -0.020
Updates 223, num timesteps 8920000, FPS 3113, mean/median reward 898.3/898.3, min/max reward 888.4/903.5, entropy -1.95, value loss 0.03, policy loss -0.019
Updates 224, num timesteps 8960000, FPS 3112, mean/median reward 898.7/898.8, min/max reward 888.4/905.1, entropy -1.98, value loss 0.03, policy loss -0.017
Updates 225, num timesteps 9000000, FPS 3112, mean/median reward 899.0/899.2, min/max reward 888.4/905.1, entropy -2.01, value loss 0.03, policy loss -0.018
Updates 226, num timesteps 9040000, FPS 3111, mean/median reward 899.6/899.7, min/max reward 893.7/905.1, entropy -2.03, value loss 0.03, policy loss -0.018
Updates 227, num timesteps 9080000, FPS 3110, mean/median reward 899.8/899.8, min/max reward 893.7/904.1, entropy -2.06, value loss 0.03, policy loss -0.018
Updates 228, num timesteps 9120000, FPS 3108, mean/median reward 900.1/900.0, min/max reward 893.7/905.3, entropy -2.10, value loss 0.03, policy loss -0.018
Updates 229, num timesteps 9160000, FPS 3107, mean/median reward 900.3/900.6, min/max reward 893.7/905.3, entropy -2.12, value loss 0.03, policy loss -0.017
Updates 230, num timesteps 9200000, FPS 3107, mean/median reward 900.8/901.0, min/max reward 893.7/905.7, entropy -2.15, value loss 0.03, policy loss -0.020
Updates 231, num timesteps 9240000, FPS 3106, mean/median reward 901.0/901.1, min/max reward 894.1/905.7, entropy -2.18, value loss 0.03, policy loss -0.019
Updates 232, num timesteps 9280000, FPS 3106, mean/median reward 901.4/901.5, min/max reward 894.4/905.7, entropy -2.21, value loss 0.03, policy loss -0.016
Updates 233, num timesteps 9320000, FPS 3106, mean/median reward 901.4/901.5, min/max reward 894.4/906.6, entropy -2.24, value loss 0.03, policy loss -0.017
Updates 234, num timesteps 9360000, FPS 3106, mean/median reward 901.8/901.8, min/max reward 894.4/907.1, entropy -2.27, value loss 0.04, policy loss -0.020
Updates 235, num timesteps 9400000, FPS 3106, mean/median reward 902.0/901.9, min/max reward 896.9/907.1, entropy -2.29, value loss 0.03, policy loss -0.018
Updates 236, num timesteps 9440000, FPS 3106, mean/median reward 902.1/902.1, min/max reward 879.1/907.1, entropy -2.32, value loss 0.03, policy loss -0.016
Updates 237, num timesteps 9480000, FPS 3106, mean/median reward 902.4/902.9, min/max reward 879.1/908.4, entropy -2.35, value loss 0.03, policy loss -0.016
Updates 238, num timesteps 9520000, FPS 3106, mean/median reward 902.7/902.9, min/max reward 879.1/908.4, entropy -2.38, value loss 0.03, policy loss -0.018
Updates 239, num timesteps 9560000, FPS 3106, mean/median reward 903.2/903.5, min/max reward 896.1/909.7, entropy -2.41, value loss 0.03, policy loss -0.017
Updates 240, num timesteps 9600000, FPS 3106, mean/median reward 903.5/903.7, min/max reward 896.1/909.7, entropy -2.44, value loss 0.03, policy loss -0.016
Updates 241, num timesteps 9640000, FPS 3106, mean/median reward 903.7/904.1, min/max reward 896.1/909.7, entropy -2.46, value loss 0.03, policy loss -0.014
Updates 242, num timesteps 9680000, FPS 3105, mean/median reward 903.9/904.4, min/max reward 881.3/909.6, entropy -2.49, value loss 0.03, policy loss -0.015
Updates 243, num timesteps 9720000, FPS 3105, mean/median reward 904.2/904.6, min/max reward 881.3/910.9, entropy -2.52, value loss 0.03, policy loss -0.015
Updates 244, num timesteps 9760000, FPS 3104, mean/median reward 904.8/905.0, min/max reward 881.3/910.9, entropy -2.55, value loss 0.03, policy loss -0.020
Updates 245, num timesteps 9800000, FPS 3104, mean/median reward 905.4/905.5, min/max reward 897.6/910.9, entropy -2.58, value loss 0.03, policy loss -0.019
Updates 246, num timesteps 9840000, FPS 3104, mean/median reward 906.0/906.2, min/max reward 897.6/910.9, entropy -2.61, value loss 0.03, policy loss -0.014
Updates 247, num timesteps 9880000, FPS 3103, mean/median reward 906.3/906.3, min/max reward 900.2/910.5, entropy -2.63, value loss 0.03, policy loss -0.018
Updates 248, num timesteps 9920000, FPS 3103, mean/median reward 906.9/906.9, min/max reward 898.8/912.3, entropy -2.65, value loss 0.03, policy loss -0.017
Updates 249, num timesteps 9960000, FPS 3102, mean/median reward 907.0/907.1, min/max reward 898.8/912.3, entropy -2.68, value loss 0.03, policy loss -0.017
Updates 250, num timesteps 10000000, FPS 3102, mean/median reward 907.3/907.4, min/max reward 898.8/913.0, entropy -2.71, value loss 0.03, policy loss -0.013
INFO - sacred_utils - Completed after 0:53:47
