/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_27__23_06_11__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_27__23_06_11__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_27__23_06_11__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 1004, mean/median reward 12.6/10.9, min/max reward 3.4/28.9, entropy 10.14, value loss 0.94, policy loss -0.023
Updates 161, num timesteps 6440000, FPS 940, mean/median reward 919.9/921.0, min/max reward 869.4/926.3, entropy 1.29, value loss 0.03, policy loss -0.015
Updates 162, num timesteps 6480000, FPS 939, mean/median reward 914.2/921.6, min/max reward 83.3/928.1, entropy 1.25, value loss 0.04, policy loss -0.010
Updates 163, num timesteps 6520000, FPS 939, mean/median reward 915.5/923.0, min/max reward 83.3/928.1, entropy 1.20, value loss 0.03, policy loss -0.016
Updates 164, num timesteps 6560000, FPS 939, mean/median reward 917.0/924.3, min/max reward 83.3/929.7, entropy 1.14, value loss 0.05, policy loss -0.015
Updates 165, num timesteps 6600000, FPS 939, mean/median reward 924.4/925.1, min/max reward 898.3/931.2, entropy 1.07, value loss 0.03, policy loss -0.012
Updates 166, num timesteps 6640000, FPS 939, mean/median reward 918.9/926.7, min/max reward 75.8/931.6, entropy 1.03, value loss 0.04, policy loss -0.009
Updates 167, num timesteps 6680000, FPS 939, mean/median reward 920.0/927.7, min/max reward 75.8/932.4, entropy 0.98, value loss 0.02, policy loss -0.016
Updates 168, num timesteps 6720000, FPS 939, mean/median reward 921.1/928.4, min/max reward 75.8/934.4, entropy 0.91, value loss 0.02, policy loss -0.017
Updates 169, num timesteps 6760000, FPS 939, mean/median reward 928.9/929.5, min/max reward 889.0/934.4, entropy 0.86, value loss 0.04, policy loss -0.009
Updates 170, num timesteps 6800000, FPS 939, mean/median reward 923.3/930.6, min/max reward 90.7/935.2, entropy 0.79, value loss 0.03, policy loss 0.024
Updates 171, num timesteps 6840000, FPS 939, mean/median reward 924.0/930.9, min/max reward 90.7/935.9, entropy 0.73, value loss 0.02, policy loss -0.014
Updates 172, num timesteps 6880000, FPS 939, mean/median reward 924.9/932.2, min/max reward 90.7/936.1, entropy 0.66, value loss 0.02, policy loss -0.015
Updates 173, num timesteps 6920000, FPS 939, mean/median reward 933.0/933.6, min/max reward 908.5/938.6, entropy 0.58, value loss 0.02, policy loss -0.020
Updates 174, num timesteps 6960000, FPS 939, mean/median reward 933.8/934.3, min/max reward 908.5/939.7, entropy 0.53, value loss 0.02, policy loss -0.019
Updates 175, num timesteps 7000000, FPS 939, mean/median reward 935.3/935.4, min/max reward 928.4/941.0, entropy 0.46, value loss 0.02, policy loss -0.016
Updates 176, num timesteps 7040000, FPS 939, mean/median reward 936.0/936.3, min/max reward 903.4/941.0, entropy 0.42, value loss 0.04, policy loss -0.005
Updates 177, num timesteps 7080000, FPS 939, mean/median reward 936.6/937.1, min/max reward 903.4/942.0, entropy 0.36, value loss 0.02, policy loss -0.017
Updates 178, num timesteps 7120000, FPS 939, mean/median reward 937.6/938.1, min/max reward 903.4/942.3, entropy 0.29, value loss 0.01, policy loss -0.018
Updates 179, num timesteps 7160000, FPS 939, mean/median reward 938.8/939.1, min/max reward 919.1/944.4, entropy 0.25, value loss 0.03, policy loss -0.009
Updates 180, num timesteps 7200000, FPS 939, mean/median reward 939.7/939.9, min/max reward 919.1/944.5, entropy 0.19, value loss 0.01, policy loss -0.017
Updates 181, num timesteps 7240000, FPS 939, mean/median reward 940.9/941.2, min/max reward 919.1/945.8, entropy 0.12, value loss 0.02, policy loss -0.018
Updates 182, num timesteps 7280000, FPS 939, mean/median reward 942.1/942.6, min/max reward 930.9/946.2, entropy 0.05, value loss 0.01, policy loss -0.018
Updates 183, num timesteps 7320000, FPS 939, mean/median reward 942.8/943.2, min/max reward 935.0/947.6, entropy -0.02, value loss 0.02, policy loss -0.012
Updates 184, num timesteps 7360000, FPS 939, mean/median reward 943.8/944.0, min/max reward 935.0/947.6, entropy -0.08, value loss 0.01, policy loss -0.014
Updates 185, num timesteps 7400000, FPS 939, mean/median reward 945.0/945.3, min/max reward 935.8/948.4, entropy -0.15, value loss 0.02, policy loss -0.018
Updates 186, num timesteps 7440000, FPS 939, mean/median reward 945.9/946.1, min/max reward 938.9/949.7, entropy -0.20, value loss 0.02, policy loss -0.014
Updates 187, num timesteps 7480000, FPS 939, mean/median reward 939.7/946.9, min/max reward 120.3/951.0, entropy -0.23, value loss 0.05, policy loss -0.007
Updates 188, num timesteps 7520000, FPS 939, mean/median reward 933.9/947.8, min/max reward 113.5/951.0, entropy -0.27, value loss 0.02, policy loss -0.015
Updates 189, num timesteps 7560000, FPS 939, mean/median reward 921.4/948.3, min/max reward 63.1/952.3, entropy -0.30, value loss 0.14, policy loss -0.008
Updates 190, num timesteps 7600000, FPS 939, mean/median reward 922.0/949.1, min/max reward 63.1/953.3, entropy -0.32, value loss 0.06, policy loss -0.008
Updates 191, num timesteps 7640000, FPS 939, mean/median reward 922.5/949.9, min/max reward 62.1/953.3, entropy -0.35, value loss 0.04, policy loss -0.008
Updates 192, num timesteps 7680000, FPS 939, mean/median reward 935.7/950.2, min/max reward 62.1/953.3, entropy -0.40, value loss 0.04, policy loss -0.008
Updates 193, num timesteps 7720000, FPS 939, mean/median reward 943.0/950.8, min/max reward 62.1/954.1, entropy -0.46, value loss 0.01, policy loss -0.011
Updates 194, num timesteps 7760000, FPS 939, mean/median reward 943.6/951.3, min/max reward 53.5/954.2, entropy -0.51, value loss 0.04, policy loss -0.008
Updates 195, num timesteps 7800000, FPS 939, mean/median reward 944.6/952.1, min/max reward 53.5/955.2, entropy -0.56, value loss 0.01, policy loss -0.015
Updates 196, num timesteps 7840000, FPS 939, mean/median reward 945.1/952.7, min/max reward 53.5/955.8, entropy -0.64, value loss 0.01, policy loss -0.013
Updates 197, num timesteps 7880000, FPS 939, mean/median reward 952.8/953.1, min/max reward 932.7/956.4, entropy -0.71, value loss 0.01, policy loss -0.014
Updates 198, num timesteps 7920000, FPS 939, mean/median reward 953.7/954.2, min/max reward 945.8/956.9, entropy -0.78, value loss 0.01, policy loss -0.016
Updates 199, num timesteps 7960000, FPS 939, mean/median reward 954.3/954.6, min/max reward 948.5/957.9, entropy -0.82, value loss 0.05, policy loss -0.009
Updates 200, num timesteps 8000000, FPS 939, mean/median reward 950.7/955.3, min/max reward 410.6/957.9, entropy -0.85, value loss 0.02, policy loss -0.010
Updates 201, num timesteps 8040000, FPS 939, mean/median reward 951.5/956.3, min/max reward 410.6/958.6, entropy -0.91, value loss 0.01, policy loss -0.014
Updates 202, num timesteps 8080000, FPS 939, mean/median reward 944.9/956.5, min/max reward 78.7/958.8, entropy -0.95, value loss 0.03, policy loss -0.010
Updates 203, num timesteps 8120000, FPS 939, mean/median reward 949.8/957.1, min/max reward 78.7/959.8, entropy -0.99, value loss 0.02, policy loss -0.008
Updates 204, num timesteps 8160000, FPS 939, mean/median reward 950.3/957.3, min/max reward 78.7/960.4, entropy -1.03, value loss 0.02, policy loss -0.012
Updates 205, num timesteps 8200000, FPS 939, mean/median reward 957.6/957.9, min/max reward 949.8/960.4, entropy -1.10, value loss 0.01, policy loss -0.017
Updates 206, num timesteps 8240000, FPS 939, mean/median reward 958.2/958.3, min/max reward 949.8/960.8, entropy -1.16, value loss 0.01, policy loss -0.016
Updates 207, num timesteps 8280000, FPS 939, mean/median reward 958.7/959.0, min/max reward 949.6/961.8, entropy -1.22, value loss 0.01, policy loss -0.014
Updates 208, num timesteps 8320000, FPS 939, mean/median reward 959.1/959.5, min/max reward 949.6/961.8, entropy -1.28, value loss 0.01, policy loss -0.014
Updates 209, num timesteps 8360000, FPS 939, mean/median reward 959.7/959.9, min/max reward 949.6/962.5, entropy -1.33, value loss 0.01, policy loss -0.017
Updates 210, num timesteps 8400000, FPS 939, mean/median reward 960.6/960.7, min/max reward 953.6/963.0, entropy -1.39, value loss 0.01, policy loss -0.016
Updates 211, num timesteps 8440000, FPS 939, mean/median reward 960.9/961.0, min/max reward 955.6/964.0, entropy -1.45, value loss 0.01, policy loss -0.015
Updates 212, num timesteps 8480000, FPS 939, mean/median reward 954.2/961.3, min/max reward 85.7/964.0, entropy -1.49, value loss 0.04, policy loss -0.009
Updates 213, num timesteps 8520000, FPS 939, mean/median reward 954.7/962.0, min/max reward 85.7/964.5, entropy -1.52, value loss 0.01, policy loss -0.014
Updates 214, num timesteps 8560000, FPS 938, mean/median reward 955.0/962.2, min/max reward 85.7/964.9, entropy -1.58, value loss 0.01, policy loss -0.012
Updates 215, num timesteps 8600000, FPS 938, mean/median reward 962.2/962.7, min/max reward 938.4/964.9, entropy -1.65, value loss 0.00, policy loss -0.017
Updates 216, num timesteps 8640000, FPS 938, mean/median reward 962.6/963.0, min/max reward 938.4/965.0, entropy -1.71, value loss 0.00, policy loss -0.016
Updates 217, num timesteps 8680000, FPS 938, mean/median reward 963.1/963.3, min/max reward 938.4/965.7, entropy -1.76, value loss 0.01, policy loss -0.013
Updates 218, num timesteps 8720000, FPS 938, mean/median reward 963.8/963.8, min/max reward 958.0/967.1, entropy -1.81, value loss 0.01, policy loss -0.014
Updates 219, num timesteps 8760000, FPS 938, mean/median reward 964.4/964.6, min/max reward 958.0/967.1, entropy -1.86, value loss 0.00, policy loss -0.012
Updates 220, num timesteps 8800000, FPS 938, mean/median reward 964.9/965.0, min/max reward 958.0/967.3, entropy -1.92, value loss 0.00, policy loss -0.015
Updates 221, num timesteps 8840000, FPS 938, mean/median reward 965.1/965.3, min/max reward 961.1/967.3, entropy -1.97, value loss 0.00, policy loss -0.013
Updates 222, num timesteps 8880000, FPS 938, mean/median reward 965.7/965.7, min/max reward 961.1/968.3, entropy -2.02, value loss 0.01, policy loss -0.014
Updates 223, num timesteps 8920000, FPS 938, mean/median reward 966.0/966.2, min/max reward 959.6/968.3, entropy -2.07, value loss 0.00, policy loss -0.015
Updates 224, num timesteps 8960000, FPS 938, mean/median reward 959.2/966.6, min/max reward 69.9/968.4, entropy -2.10, value loss 0.01, policy loss -0.007
Updates 225, num timesteps 9000000, FPS 938, mean/median reward 959.7/967.1, min/max reward 69.9/968.9, entropy -2.12, value loss 0.01, policy loss -0.014
Updates 226, num timesteps 9040000, FPS 938, mean/median reward 953.3/967.5, min/max reward 69.9/969.3, entropy -2.15, value loss 0.04, policy loss -0.005
Updates 227, num timesteps 9080000, FPS 938, mean/median reward 960.4/967.6, min/max reward 88.9/969.3, entropy -2.19, value loss 0.00, policy loss -0.011
Updates 228, num timesteps 9120000, FPS 938, mean/median reward 960.6/967.9, min/max reward 88.9/969.9, entropy -2.24, value loss 0.00, policy loss -0.011
Updates 229, num timesteps 9160000, FPS 938, mean/median reward 967.8/968.0, min/max reward 949.5/969.9, entropy -2.30, value loss 0.00, policy loss -0.016
Updates 230, num timesteps 9200000, FPS 938, mean/median reward 968.0/968.1, min/max reward 963.5/970.0, entropy -2.34, value loss 0.00, policy loss -0.014
Updates 231, num timesteps 9240000, FPS 938, mean/median reward 968.4/968.5, min/max reward 963.5/970.2, entropy -2.39, value loss 0.00, policy loss -0.017
Updates 232, num timesteps 9280000, FPS 938, mean/median reward 968.8/968.9, min/max reward 963.5/971.7, entropy -2.44, value loss 0.00, policy loss -0.016
Updates 233, num timesteps 9320000, FPS 938, mean/median reward 969.1/969.1, min/max reward 965.1/971.7, entropy -2.49, value loss 0.00, policy loss -0.015
Updates 234, num timesteps 9360000, FPS 938, mean/median reward 969.4/969.6, min/max reward 964.4/972.0, entropy -2.54, value loss 0.00, policy loss -0.016
Updates 235, num timesteps 9400000, FPS 938, mean/median reward 969.9/970.1, min/max reward 964.4/972.0, entropy -2.58, value loss 0.00, policy loss -0.013
Updates 236, num timesteps 9440000, FPS 938, mean/median reward 970.1/970.4, min/max reward 962.6/972.0, entropy -2.63, value loss 0.00, policy loss -0.013
Updates 237, num timesteps 9480000, FPS 938, mean/median reward 970.4/970.6, min/max reward 962.6/972.4, entropy -2.68, value loss 0.00, policy loss -0.013
Updates 238, num timesteps 9520000, FPS 938, mean/median reward 970.7/970.9, min/max reward 962.6/972.9, entropy -2.72, value loss 0.00, policy loss -0.015
Updates 239, num timesteps 9560000, FPS 937, mean/median reward 970.9/971.2, min/max reward 962.6/972.9, entropy -2.77, value loss 0.00, policy loss -0.012
Updates 240, num timesteps 9600000, FPS 937, mean/median reward 971.4/971.5, min/max reward 963.6/973.4, entropy -2.82, value loss 0.00, policy loss -0.014
Updates 241, num timesteps 9640000, FPS 937, mean/median reward 971.6/971.7, min/max reward 966.8/974.1, entropy -2.87, value loss 0.00, policy loss -0.012
Updates 242, num timesteps 9680000, FPS 937, mean/median reward 971.9/971.9, min/max reward 966.8/974.1, entropy -2.91, value loss 0.00, policy loss -0.020
Updates 243, num timesteps 9720000, FPS 937, mean/median reward 972.1/972.1, min/max reward 966.8/974.1, entropy -2.96, value loss 0.00, policy loss -0.015
Updates 244, num timesteps 9760000, FPS 937, mean/median reward 972.5/972.7, min/max reward 967.3/974.0, entropy -3.00, value loss 0.00, policy loss -0.013
Updates 245, num timesteps 9800000, FPS 937, mean/median reward 972.9/973.0, min/max reward 970.4/974.4, entropy -3.05, value loss 0.00, policy loss -0.011
Updates 246, num timesteps 9840000, FPS 937, mean/median reward 973.0/973.1, min/max reward 970.7/974.4, entropy -3.09, value loss 0.00, policy loss -0.010
Updates 247, num timesteps 9880000, FPS 937, mean/median reward 973.3/973.4, min/max reward 970.0/974.9, entropy -3.14, value loss 0.00, policy loss -0.013
Updates 248, num timesteps 9920000, FPS 937, mean/median reward 973.5/973.7, min/max reward 970.0/975.4, entropy -3.18, value loss 0.00, policy loss -0.013
Updates 249, num timesteps 9960000, FPS 937, mean/median reward 973.7/973.8, min/max reward 969.1/975.6, entropy -3.23, value loss 0.00, policy loss -0.012
Updates 250, num timesteps 10000000, FPS 937, mean/median reward 974.0/974.0, min/max reward 969.1/975.6, entropy -3.27, value loss 0.00, policy loss -0.012
Process ForkProcess-125:
Traceback (most recent call last):
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 258, in _bootstrap
    self.run()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "/home/uni/Documents/python/optim/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 407, in _recv_bytes
    buf = self._recv(4)
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
INFO - sacred_utils - Completed after 2:57:48
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
