/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/torch/cuda/__init__.py:52: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  return torch._C._cuda_getDeviceCount() > 0
WARNING - sacred_utils - No observers have been added to this run
INFO - sacred_utils - Running command 'main'
INFO - sacred_utils - Started
pybullet build time: Dec 23 2020 01:46:51
==============SETTINGS================
{'device': 'cpu',
 'env': 'mocca_envs:Walker2DCustomEnv-v0',
 'episode_steps': 40000,
 'experiment_dir': 'runs/2021_03_01__12_33_57__walker_experiment/',
 'gae_lambda': 0.95,
 'gamma': 0.99,
 'log_dir': 'runs/2021_03_01__12_33_57__walker_experiment/logs',
 'log_interval': 2,
 'lr': 0.0003,
 'lr_decay_type': 'exponential',
 'mini_batch_size': 1024,
 'net': None,
 'num_frames': 10000000.0,
 'num_mini_batch': 39,
 'num_processes': 125,
 'num_steps': 320,
 'ppo_params': {'clip_param': 0.2,
                'entropy_coef': 0.0,
                'eps': 1e-05,
                'lr': 0.0003,
                'max_grad_norm': 2.0,
                'num_mini_batch': 39,
                'ppo_epoch': 10,
                'use_clipped_value_loss': False,
                'value_loss_coef': 1.0},
 'replicate_num': 1,
 'save_dir': 'runs/2021_03_01__12_33_57__walker_experiment/models',
 'save_every': 2000000,
 'seed': 16,
 'use_gae': True}
--------------------------------------
/home/uni/.pyenv/versions/optim/lib/python3.6/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Updates 1, num timesteps 40000, FPS 1031, mean/median reward 24.4/23.2, min/max reward -3.3/86.9, entropy 10.04, value loss 16.52, policy loss -0.030
Updates 155, num timesteps 6200000, FPS 973, mean/median reward 2015.4/2140.7, min/max reward 171.6/2359.3, entropy 2.50, value loss 29.62, policy loss -0.015
Updates 156, num timesteps 6240000, FPS 974, mean/median reward 2011.6/2150.9, min/max reward 171.6/2359.3, entropy 2.47, value loss 29.47, policy loss -0.017
Updates 157, num timesteps 6280000, FPS 975, mean/median reward 2036.1/2152.2, min/max reward 171.6/2354.6, entropy 2.45, value loss 29.39, policy loss -0.015
Updates 158, num timesteps 6320000, FPS 977, mean/median reward 2089.6/2157.6, min/max reward 171.6/2360.1, entropy 2.43, value loss 28.94, policy loss -0.017
Updates 159, num timesteps 6360000, FPS 978, mean/median reward 2092.5/2173.4, min/max reward 229.5/2384.0, entropy 2.41, value loss 28.71, policy loss -0.015
Updates 160, num timesteps 6400000, FPS 979, mean/median reward 2113.5/2183.6, min/max reward 229.5/2439.6, entropy 2.37, value loss 26.59, policy loss -0.015
Updates 161, num timesteps 6440000, FPS 980, mean/median reward 2100.9/2179.8, min/max reward 229.5/2439.6, entropy 2.34, value loss 28.01, policy loss -0.017
Updates 162, num timesteps 6480000, FPS 981, mean/median reward 2083.3/2151.0, min/max reward 214.4/2439.6, entropy 2.32, value loss 31.84, policy loss -0.016
Updates 163, num timesteps 6520000, FPS 982, mean/median reward 2077.9/2157.6, min/max reward 214.4/2356.3, entropy 2.30, value loss 27.11, policy loss -0.019
Updates 164, num timesteps 6560000, FPS 983, mean/median reward 2021.8/2145.6, min/max reward 214.4/2347.0, entropy 2.28, value loss 30.07, policy loss -0.015
Updates 165, num timesteps 6600000, FPS 984, mean/median reward 2067.1/2160.0, min/max reward 224.6/2525.3, entropy 2.27, value loss 28.77, policy loss -0.013
Updates 166, num timesteps 6640000, FPS 985, mean/median reward 2045.8/2143.0, min/max reward 220.6/2525.3, entropy 2.25, value loss 26.90, policy loss -0.016
Updates 167, num timesteps 6680000, FPS 986, mean/median reward 2118.6/2157.4, min/max reward 220.6/2525.3, entropy 2.24, value loss 28.80, policy loss -0.016
Updates 168, num timesteps 6720000, FPS 987, mean/median reward 2110.0/2161.6, min/max reward 220.6/2455.5, entropy 2.23, value loss 28.08, policy loss -0.018
Updates 169, num timesteps 6760000, FPS 988, mean/median reward 2117.0/2169.0, min/max reward 301.0/2382.6, entropy 2.21, value loss 31.05, policy loss -0.013
Updates 170, num timesteps 6800000, FPS 989, mean/median reward 2109.4/2177.2, min/max reward 301.0/2382.6, entropy 2.20, value loss 29.09, policy loss -0.017
Updates 171, num timesteps 6840000, FPS 990, mean/median reward 2128.0/2189.2, min/max reward 301.0/2369.3, entropy 2.18, value loss 28.88, policy loss -0.013
Updates 172, num timesteps 6880000, FPS 990, mean/median reward 2122.0/2181.0, min/max reward 248.6/2392.0, entropy 2.16, value loss 28.49, policy loss -0.013
Updates 173, num timesteps 6920000, FPS 990, mean/median reward 2084.4/2169.3, min/max reward 229.7/2392.0, entropy 2.14, value loss 31.20, policy loss -0.014
Updates 174, num timesteps 6960000, FPS 990, mean/median reward 1994.8/2153.0, min/max reward 229.7/2392.0, entropy 2.13, value loss 30.50, policy loss -0.015
Updates 175, num timesteps 7000000, FPS 990, mean/median reward 1978.6/2165.2, min/max reward 231.6/2324.0, entropy 2.12, value loss 28.34, policy loss -0.018
Updates 176, num timesteps 7040000, FPS 989, mean/median reward 1988.2/2164.9, min/max reward 231.6/2324.0, entropy 2.11, value loss 32.56, policy loss -0.018
Updates 177, num timesteps 7080000, FPS 989, mean/median reward 2048.0/2164.9, min/max reward 231.6/2410.6, entropy 2.09, value loss 29.40, policy loss -0.019
Updates 178, num timesteps 7120000, FPS 989, mean/median reward 2071.2/2162.4, min/max reward 233.6/2466.4, entropy 2.07, value loss 31.56, policy loss -0.018
Updates 179, num timesteps 7160000, FPS 989, mean/median reward 2087.0/2169.5, min/max reward 233.6/2466.4, entropy 2.06, value loss 28.64, policy loss -0.017
Updates 180, num timesteps 7200000, FPS 989, mean/median reward 2108.8/2181.3, min/max reward 233.6/2466.4, entropy 2.04, value loss 28.59, policy loss -0.014
Updates 181, num timesteps 7240000, FPS 990, mean/median reward 2086.0/2186.3, min/max reward 208.1/2383.3, entropy 2.03, value loss 28.90, policy loss -0.014
Updates 182, num timesteps 7280000, FPS 991, mean/median reward 2078.2/2189.0, min/max reward 208.1/2545.1, entropy 2.02, value loss 28.14, policy loss -0.013
Updates 183, num timesteps 7320000, FPS 991, mean/median reward 2000.2/2179.0, min/max reward 208.1/2545.1, entropy 2.01, value loss 29.15, policy loss -0.016
Updates 184, num timesteps 7360000, FPS 991, mean/median reward 2042.5/2178.3, min/max reward 239.3/2453.1, entropy 1.99, value loss 30.63, policy loss -0.016
Updates 185, num timesteps 7400000, FPS 991, mean/median reward 2041.1/2179.6, min/max reward 239.3/2453.1, entropy 1.97, value loss 28.86, policy loss -0.016
Updates 186, num timesteps 7440000, FPS 990, mean/median reward 2061.9/2187.8, min/max reward 218.3/2453.1, entropy 1.95, value loss 29.53, policy loss -0.017
Updates 187, num timesteps 7480000, FPS 990, mean/median reward 2038.1/2185.9, min/max reward 180.3/2429.8, entropy 1.93, value loss 29.27, policy loss -0.017
Updates 188, num timesteps 7520000, FPS 990, mean/median reward 2027.0/2177.8, min/max reward 180.3/2429.8, entropy 1.91, value loss 27.32, policy loss -0.015
Updates 189, num timesteps 7560000, FPS 990, mean/median reward 1989.4/2172.0, min/max reward 180.3/2429.8, entropy 1.90, value loss 30.42, policy loss -0.015
Updates 190, num timesteps 7600000, FPS 991, mean/median reward 1969.2/2175.3, min/max reward 238.9/2514.3, entropy 1.89, value loss 31.69, policy loss -0.016
Updates 191, num timesteps 7640000, FPS 992, mean/median reward 1997.1/2189.3, min/max reward 238.9/2514.3, entropy 1.87, value loss 29.26, policy loss -0.016
Updates 192, num timesteps 7680000, FPS 992, mean/median reward 2075.2/2184.0, min/max reward 235.4/2514.3, entropy 1.85, value loss 31.36, policy loss -0.018
Updates 193, num timesteps 7720000, FPS 991, mean/median reward 2106.1/2189.9, min/max reward 222.8/2466.3, entropy 1.84, value loss 31.77, policy loss -0.017
Updates 194, num timesteps 7760000, FPS 991, mean/median reward 2124.7/2189.9, min/max reward 222.8/2466.3, entropy 1.82, value loss 27.69, policy loss -0.014
Updates 195, num timesteps 7800000, FPS 991, mean/median reward 2093.5/2190.2, min/max reward 222.8/2429.9, entropy 1.81, value loss 30.76, policy loss -0.016
Updates 196, num timesteps 7840000, FPS 991, mean/median reward 2064.4/2185.9, min/max reward 224.8/2409.0, entropy 1.79, value loss 32.33, policy loss -0.015
Updates 197, num timesteps 7880000, FPS 991, mean/median reward 2029.8/2205.0, min/max reward 204.2/2409.0, entropy 1.78, value loss 30.71, policy loss -0.015
Updates 198, num timesteps 7920000, FPS 991, mean/median reward 2058.1/2211.9, min/max reward 204.2/2420.0, entropy 1.76, value loss 28.02, policy loss -0.017
Updates 199, num timesteps 7960000, FPS 992, mean/median reward 2073.1/2208.7, min/max reward 204.2/2532.1, entropy 1.74, value loss 30.34, policy loss -0.017
Updates 200, num timesteps 8000000, FPS 992, mean/median reward 2145.6/2211.9, min/max reward 253.8/2532.1, entropy 1.73, value loss 29.31, policy loss -0.015
Updates 201, num timesteps 8040000, FPS 992, mean/median reward 2165.2/2207.9, min/max reward 253.8/2532.1, entropy 1.71, value loss 28.38, policy loss -0.017
Updates 202, num timesteps 8080000, FPS 992, mean/median reward 2151.5/2211.4, min/max reward 294.9/2424.9, entropy 1.70, value loss 34.89, policy loss -0.015
Updates 203, num timesteps 8120000, FPS 992, mean/median reward 2129.3/2211.4, min/max reward 237.5/2547.0, entropy 1.69, value loss 32.82, policy loss -0.014
Updates 204, num timesteps 8160000, FPS 991, mean/median reward 2008.8/2209.2, min/max reward 194.7/2547.0, entropy 1.68, value loss 29.76, policy loss -0.016
Updates 205, num timesteps 8200000, FPS 991, mean/median reward 2013.5/2209.9, min/max reward 194.7/2547.0, entropy 1.67, value loss 32.14, policy loss -0.016
Updates 206, num timesteps 8240000, FPS 991, mean/median reward 1997.7/2200.6, min/max reward 194.7/2578.9, entropy 1.66, value loss 30.49, policy loss -0.012
Updates 207, num timesteps 8280000, FPS 992, mean/median reward 2092.6/2202.6, min/max reward 201.5/2578.9, entropy 1.64, value loss 27.43, policy loss -0.016
Updates 208, num timesteps 8320000, FPS 993, mean/median reward 2095.6/2202.6, min/max reward 201.5/2578.9, entropy 1.62, value loss 32.19, policy loss -0.017
Updates 209, num timesteps 8360000, FPS 990, mean/median reward 2113.9/2205.9, min/max reward 262.1/2552.6, entropy 1.61, value loss 32.29, policy loss -0.011
Updates 210, num timesteps 8400000, FPS 984, mean/median reward 2096.8/2214.4, min/max reward 203.3/2533.2, entropy 1.60, value loss 28.81, policy loss -0.016
Updates 211, num timesteps 8440000, FPS 980, mean/median reward 2088.0/2218.6, min/max reward 203.3/2489.6, entropy 1.59, value loss 32.68, policy loss -0.018
Updates 212, num timesteps 8480000, FPS 980, mean/median reward 2156.3/2228.4, min/max reward 203.3/2434.7, entropy 1.58, value loss 31.83, policy loss -0.015
Updates 213, num timesteps 8520000, FPS 980, mean/median reward 2109.1/2228.3, min/max reward 186.0/2434.7, entropy 1.57, value loss 29.30, policy loss -0.011
Updates 214, num timesteps 8560000, FPS 980, mean/median reward 2138.1/2236.0, min/max reward 186.0/2410.7, entropy 1.56, value loss 29.67, policy loss -0.013
Updates 215, num timesteps 8600000, FPS 980, mean/median reward 2128.9/2242.8, min/max reward 186.0/2758.6, entropy 1.55, value loss 33.22, policy loss -0.016
Updates 216, num timesteps 8640000, FPS 981, mean/median reward 2162.9/2246.2, min/max reward 228.2/2758.6, entropy 1.53, value loss 30.35, policy loss -0.015
Updates 217, num timesteps 8680000, FPS 981, mean/median reward 2141.3/2240.0, min/max reward 216.8/2758.6, entropy 1.52, value loss 31.43, policy loss -0.015
Updates 218, num timesteps 8720000, FPS 981, mean/median reward 2119.8/2254.4, min/max reward 216.8/2451.1, entropy 1.51, value loss 36.61, policy loss -0.015
Updates 219, num timesteps 8760000, FPS 981, mean/median reward 2141.8/2256.5, min/max reward 216.8/2451.1, entropy 1.50, value loss 32.39, policy loss -0.014
Updates 220, num timesteps 8800000, FPS 981, mean/median reward 2148.7/2264.8, min/max reward 273.1/2440.9, entropy 1.49, value loss 35.38, policy loss -0.016
Updates 221, num timesteps 8840000, FPS 981, mean/median reward 2177.5/2261.2, min/max reward 273.1/2440.9, entropy 1.48, value loss 35.93, policy loss -0.015
Updates 222, num timesteps 8880000, FPS 981, mean/median reward 2164.0/2265.5, min/max reward 235.2/2440.9, entropy 1.47, value loss 35.91, policy loss -0.015
Updates 223, num timesteps 8920000, FPS 981, mean/median reward 2175.0/2261.2, min/max reward 235.2/2419.5, entropy 1.46, value loss 36.48, policy loss -0.018
Updates 224, num timesteps 8960000, FPS 981, mean/median reward 2166.5/2252.2, min/max reward 216.8/2419.5, entropy 1.45, value loss 40.39, policy loss -0.013
Updates 225, num timesteps 9000000, FPS 981, mean/median reward 2170.2/2253.5, min/max reward 216.8/2398.2, entropy 1.44, value loss 36.72, policy loss -0.014
Updates 226, num timesteps 9040000, FPS 982, mean/median reward 2190.1/2260.9, min/max reward 216.8/2398.2, entropy 1.43, value loss 37.57, policy loss -0.013
Updates 227, num timesteps 9080000, FPS 982, mean/median reward 2203.9/2260.9, min/max reward 255.8/2395.5, entropy 1.42, value loss 37.07, policy loss -0.016
Updates 228, num timesteps 9120000, FPS 983, mean/median reward 2144.4/2259.1, min/max reward 232.0/2395.5, entropy 1.41, value loss 38.89, policy loss -0.012
Updates 229, num timesteps 9160000, FPS 983, mean/median reward 2045.3/2245.1, min/max reward 232.0/2351.7, entropy 1.40, value loss 36.29, policy loss -0.014
Updates 230, num timesteps 9200000, FPS 983, mean/median reward 1978.0/2254.5, min/max reward 232.0/2351.7, entropy 1.38, value loss 36.14, policy loss -0.016
Updates 231, num timesteps 9240000, FPS 984, mean/median reward 2029.5/2253.0, min/max reward 225.5/2411.5, entropy 1.37, value loss 37.41, policy loss -0.014
Updates 232, num timesteps 9280000, FPS 984, mean/median reward 2062.3/2249.8, min/max reward 225.5/2411.5, entropy 1.37, value loss 35.94, policy loss -0.013
Updates 233, num timesteps 9320000, FPS 985, mean/median reward 2025.9/2231.1, min/max reward 225.5/2411.5, entropy 1.36, value loss 34.10, policy loss -0.016
Updates 234, num timesteps 9360000, FPS 986, mean/median reward 2041.9/2229.7, min/max reward 226.7/2355.2, entropy 1.35, value loss 37.38, policy loss -0.010
Updates 235, num timesteps 9400000, FPS 986, mean/median reward 2046.4/2247.8, min/max reward 226.7/2351.2, entropy 1.33, value loss 35.15, policy loss -0.015
Updates 236, num timesteps 9440000, FPS 986, mean/median reward 2091.8/2254.9, min/max reward 226.7/2352.3, entropy 1.32, value loss 32.99, policy loss -0.017
Updates 237, num timesteps 9480000, FPS 987, mean/median reward 2089.5/2239.6, min/max reward 220.4/2352.3, entropy 1.31, value loss 34.22, policy loss -0.018
Updates 238, num timesteps 9520000, FPS 987, mean/median reward 2105.0/2236.3, min/max reward 220.4/2414.9, entropy 1.30, value loss 38.37, policy loss -0.011
Updates 239, num timesteps 9560000, FPS 988, mean/median reward 2138.9/2255.3, min/max reward 220.4/2414.9, entropy 1.29, value loss 34.25, policy loss -0.012
Updates 240, num timesteps 9600000, FPS 989, mean/median reward 2139.4/2255.3, min/max reward 233.0/2414.9, entropy 1.29, value loss 36.56, policy loss -0.014
Updates 241, num timesteps 9640000, FPS 989, mean/median reward 2106.3/2262.5, min/max reward 226.0/2538.8, entropy 1.28, value loss 36.82, policy loss -0.015
Updates 242, num timesteps 9680000, FPS 989, mean/median reward 2058.3/2254.6, min/max reward 226.0/2538.8, entropy 1.27, value loss 36.71, policy loss -0.015
Updates 243, num timesteps 9720000, FPS 989, mean/median reward 2039.5/2259.5, min/max reward 234.7/2538.8, entropy 1.26, value loss 40.02, policy loss -0.013
Updates 244, num timesteps 9760000, FPS 990, mean/median reward 2093.5/2260.4, min/max reward 234.7/2464.5, entropy 1.25, value loss 37.63, policy loss -0.015
Updates 245, num timesteps 9800000, FPS 990, mean/median reward 2119.3/2266.1, min/max reward 234.7/2367.7, entropy 1.24, value loss 38.10, policy loss -0.012
Updates 246, num timesteps 9840000, FPS 991, mean/median reward 2153.0/2263.8, min/max reward 234.7/2370.8, entropy 1.23, value loss 39.58, policy loss -0.012
Updates 247, num timesteps 9880000, FPS 992, mean/median reward 2203.1/2272.0, min/max reward 321.5/2370.8, entropy 1.22, value loss 37.23, policy loss -0.016
Updates 248, num timesteps 9920000, FPS 992, mean/median reward 2172.3/2272.0, min/max reward 266.3/2514.7, entropy 1.21, value loss 37.83, policy loss -0.014
Updates 249, num timesteps 9960000, FPS 992, mean/median reward 2177.4/2274.2, min/max reward 266.3/2514.7, entropy 1.20, value loss 35.96, policy loss -0.013
Updates 250, num timesteps 10000000, FPS 992, mean/median reward 2164.2/2265.7, min/max reward 266.3/2514.7, entropy 1.19, value loss 35.82, policy loss -0.016
INFO - sacred_utils - Completed after 2:47:53
Process ForkProcess-125:
Traceback (most recent call last):
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 258, in _bootstrap
    self.run()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/process.py", line 93, in run
    self._target(*self._args, **self._kwargs)
  File "/home/uni/Documents/python/optim/SteppingStone/common/envs_utils.py", line 646, in _subproc_worker
    cmd, data = pipe.recv()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 250, in recv
    buf = self._recv_bytes()
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 407, in _recv_bytes
    buf = self._recv(4)
  File "/home/uni/.pyenv/versions/3.6.10/lib/python3.6/multiprocessing/connection.py", line 383, in _recv
    raise EOFError
EOFError
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
argv[0]=--background_color_red=1.0
argv[1]=--background_color_green=1.0
argv[2]=--background_color_blue=1.0
argv[3]=--width=1280
argv[4]=--height=720
argv[5]=
